segment,mean,var,std,len_weighted,gaps_squared,n_peaks,smooth10_n_peaks,smooth20_n_peaks,var_div_duration,var_div_len,diff_peaks,diff2_peaks,diff_var,diff2_var,kurtosis,skew
245,1.315487693372093e-05,5.437473121318863e-10,2.331838999870888e-05,516,515,1,1,1,1.055820023557061e-12,1.0537738607207101e-12,138,158,3.060668941584244e-13,6.791025570273557e-13,-0.8507263989711045,-0.4364569455466474
251,-7.645262392781318e-06,4.343063987721888e-10,2.084001916439111e-05,471,470,4,1,1,9.240561676004017e-13,9.220942649091056e-13,76,104,2.7345814189686043e-12,6.41342949179185e-12,-1.4291959379830623,0.1228749386020084
254,1.3264467632495497e-05,2.4692608223214234e-10,1.5713881832066268e-05,555,554,4,1,1,4.457149498775133e-13,4.4491185987773394e-13,88,108,1.8051297961997288e-12,5.2327949521014665e-12,-1.4931485854769595,0.0084900383381465
255,1.2177035617463618e-05,5.308742712956425e-10,2.304070900158332e-05,481,480,1,1,1,1.1059880651992554e-12,1.103688713712355e-12,121,137,2.272474964667905e-12,6.551110913154222e-12,-1.2516925726281285,-0.1251146499564498
257,-1.1807423165966383e-05,1.8878288965050347e-10,1.3739828588832668e-05,476,475,6,1,1,3.9743766242211263e-13,3.9660270934979724e-13,90,115,1.90881395619318e-12,5.676327191505159e-12,-1.4121929389019672,0.0516669481981535
258,-8.423836201914893e-06,1.1554574646992503e-10,1.0749220737798858e-05,517,516,6,1,1,2.2392586525179278e-13,2.234927397870891e-13,92,123,1.818462890686595e-12,5.209261713157652e-12,-1.236431833439803,-0.2010645789812525
259,8.391012426229508e-06,2.522511838608277e-10,1.5882417443853683e-05,549,548,4,1,1,4.603123793080799e-13,4.594739232437663e-13,65,75,2.35983855020495e-12,6.493981252779842e-12,-1.087196595241264,-0.2658652456832119
262,-2.15782434009324e-06,4.537961552170775e-10,2.1302491760756004e-05,429,428,3,1,1,1.0602713906941065e-12,1.0577998956109033e-12,58,79,2.16305358021214e-12,5.340142884135775e-12,-1.3905407972732418,0.0438779742369015
267,3.794593534130435e-06,5.127269543307258e-10,2.264347487314449e-05,460,459,1,1,1,1.1170521880843702e-12,1.1146238137624476e-12,135,153,3.327044133273021e-13,6.993792955811153e-13,-1.4636343833523426,-0.0517919303544426
268,-6.057919244131454e-06,2.6213469393781493e-10,1.6190574231256128e-05,426,425,1,1,1,6.167875151477998e-13,6.153396571310209e-13,139,149,3.3268374899739363e-13,8.404468255001515e-13,-1.378531478112798,0.0383657619016431
271,5.887717069591837e-06,2.1192793382954847e-10,1.4557744805757125e-05,490,489,1,1,1,4.333904577291381e-13,4.3250598740724187e-13,104,135,7.901365398884756e-13,2.232370029663874e-12,-1.3518490990128542,-0.0478937857636434
274,1.3213999743749998e-06,5.226429326121044e-10,2.286138518576913e-05,416,415,1,1,1,1.2593805605110953e-12,1.256353203394482e-12,129,137,4.05950989892065e-13,8.470843909229708e-13,-1.455409951990813,0.0381874542927743
275,-5.94508308632287e-06,2.738890682831893e-10,1.6549594202976377e-05,446,445,1,1,1,6.154810523217737e-13,6.141010499623078e-13,137,145,3.3983599200462023e-13,8.707303167088386e-13,-1.3965311367081812,-0.0189217654557457
281,-4.078524686842105e-06,1.4942342406122075e-10,1.222388743654083e-05,418,417,1,1,1,3.583295541036469e-13,3.574723063665568e-13,135,139,2.617822438572144e-13,6.782254545958343e-13,-1.293051798937943,-0.1326365184999304
285,5.328725221846848e-06,4.0168603219417343e-10,2.0042106480960865e-05,444,443,1,1,1,9.067404789936196e-13,9.046982707075978e-13,115,127,8.703463805126912e-13,2.4090938338227823e-12,-1.4412834190850488,0.0336531031573357
287,3.453854398169336e-06,4.5463963741316204e-10,2.132228030519161e-05,437,436,1,1,1,1.0427514619567938e-12,1.0403653030049477e-12,139,150,3.562412594324445e-13,7.924781766091768e-13,-1.5160925804941523,-0.0080430424757562
302,-6.126638621575876e-06,1.942753834057421e-10,1.3938270459628129e-05,514,513,1,1,1,3.787044510833181e-13,3.7796767199560734e-13,154,166,2.772961131456901e-13,7.440221480026509e-13,-1.1471208577494398,-0.2045223747393815
303,-1.6318384132812491e-06,4.4750464247069176e-10,2.115430553033334e-05,512,511,1,1,1,8.757429402557569e-13,8.740325048255698e-13,149,166,2.996263844121199e-13,7.031402126356265e-13,-1.475799044275182,0.0381296070417269
317,-2.4689046270049083e-06,5.358564822913603e-10,2.314857408764869e-05,611,610,1,1,1,8.784532496579677e-13,8.77015519298462e-13,174,196,2.810111411663585e-13,6.036510653846066e-13,-1.5192525038582296,0.0629481830757472
323,9.161525776923077e-06,3.702652966034569e-10,1.924227888280016e-05,780,779,1,1,1,4.753084680403812e-13,4.746990982095602e-13,234,252,2.288866865514897e-13,6.305135758613395e-13,-1.1526029517323726,-0.3462450658466417
329,1.8221088986875e-05,3.7093898291155806e-10,1.9259776294431823e-05,640,639,1,1,1,5.80499190784911e-13,5.795921607993095e-13,186,219,2.148878501307739e-13,6.034669797634293e-13,-1.0104282452897546,-0.7143467388280231
331,6.853396716666667e-06,2.41712223631066e-10,1.5547096951877094e-05,774,773,1,1,1,3.12693691631392e-13,3.1228969461378043e-13,240,256,2.5760162024862444e-13,7.495050884536904e-13,-0.8865927911506302,-0.5622429804689464
332,1.661416202003339e-05,3.97043220447036e-11,6.301136567691863e-06,599,598,1,1,1,6.639518736572508e-14,6.628434398114122e-14,192,199,2.308885896751929e-13,6.918078739771693e-13,-0.6475712678820256,-0.696991547766469
333,0.310478142972973,0.1272106913273938,0.3566660781843345,555,2750,1,1,1,0.0002312921660498,0.0011460422642107,4,15,0.0006349609831275,0.0001073643694095,-1.301516245837273,0.6085554605564972
334,0.2992005441071428,0.1208877521882784,0.347689160297353,560,2775,1,1,1,0.0002178157697086,0.0010793549302524,2,17,0.000631747169405,0.0001106217330341,-1.1392718099508798,0.6963641748626086
335,0.3268521013793103,0.1342842341958873,0.3664481330227886,580,2875,2,1,1,0.0002335377986015,0.0011576227085852,4,11,0.0007445519930958,0.0003397476514829,-0.9678172770504578,0.795622622681345
337,0.3460565816814159,0.1529309103118414,0.3910638187199647,565,2800,1,1,1,0.0002730909112711,0.0013533708877154,6,18,0.0007598974523502,0.0001626926816868,-1.1989464978233166,0.6445065528290795
338,0.3887900552631578,0.1593977963572953,0.3992465358112645,475,2350,1,1,1,0.0003391442475687,0.0016778715406031,9,13,0.0009592071786352,0.0002120386429746,-1.3639258106600896,0.4726850978389797
339,0.3101511782142857,0.1332175823166375,0.3649898386484719,560,2775,1,1,1,0.0002400316798497,0.0011894426992556,6,10,0.0007204712748026,0.0003075006988558,-1.054005074874509,0.7232356160507676
340,0.3481960707843137,0.1365506228228747,0.3695275670675663,510,2525,3,1,1,0.0002703972729165,0.0013387315963026,6,20,0.0007186080528659,0.0001054319962543,-1.4478991002212191,0.4741476248224503
341,0.3680500029126213,0.1449704559099025,0.3807498600261103,515,2550,1,1,1,0.0002842557959017,0.001407480154465,10,27,0.0007284158509276,9.6699018671485e-05,-1.3637713098333668,0.4698591822216859
342,0.4306822959999999,0.1632400132928357,0.404029718328783,500,2475,1,1,1,0.0003297778046319,0.0016324001329283,8,29,0.0007716842862254,8.604260874591815e-05,-1.4722389883689393,0.3474863034520686
344,0.4477263576237622,0.1849250895587362,0.4300291729159037,505,2500,1,1,1,0.0003698501791174,0.0018309414807795,8,25,0.0009081120455684,0.0001258693033725,-1.4475730881931268,0.3706471211859231
345,0.4527780055789472,0.1733142105388486,0.4163102335264516,475,2350,1,1,1,0.0003687536394443,0.0018243601109352,5,17,0.0010191038271595,0.0003723899131499,-1.4746279989517903,0.3637143899273389
346,0.4733432402061857,0.1809163332786133,0.4253426069401152,485,2400,1,1,1,0.0003769090276637,0.0018651168379238,10,26,0.001006154118769,0.000122494647079,-1.2408826136693245,0.4948382557248652
347,0.4956318951063829,0.2053577152662765,0.4531641151572756,470,2325,1,1,1,0.0004416294951962,0.0021846565453859,6,11,0.0013584995950315,0.0006285214229973,-1.2343779707914229,0.5232793698573557
348,0.5204391626506024,0.1979546228167498,0.4449209174861863,415,2050,1,1,1,0.0004828161532115,0.0023849954556234,11,26,0.0013238784549692,0.0001656012453007,-1.438340828373,0.2691730581636312
349,0.4988636505747126,0.1996494537768741,0.4468215010234782,435,2150,1,1,1,0.000464301055295,0.0022948213077801,7,29,0.0012007499010399,0.0001133060732134,-1.3889670407615986,0.3637199583868283
350,0.4774975220930232,0.1833238595309168,0.4281633561281451,430,2125,2,1,1,0.0004313502577198,0.0021316727852432,7,18,0.0011803926591105,0.0002279589216299,-1.382778582088921,0.3460852436847877
352,0.4834652941860465,0.1754591295519861,0.418878418579886,430,2125,1,1,1,0.0004128450107105,0.002040222436651,5,21,0.0010575166012788,0.0001066796079559,-1.5278428189129756,0.1937401856443175
353,0.479444789010989,0.1684414915203434,0.4104162417842932,455,2250,1,1,1,0.0003743144256007,0.0018510054013224,10,22,0.0009428201777851,0.0002308435314056,-1.4668158429686768,0.2567120997647624
354,0.4935587540229885,0.1591351380676735,0.3989174577123362,435,2150,1,1,1,0.0003700817164364,0.0018291395180192,8,29,0.0009422325476967,0.0001349345695228,-1.4086625791501797,0.2764800692111023
355,0.529153920595238,0.1639360822376908,0.4048902101035425,420,2075,1,1,1,0.0003950267041872,0.0019516200266391,8,16,0.0010278195419037,0.0001854976419839,-1.511830413722199,0.1750467416941086
358,0.5945639341463415,0.1598440090825944,0.399804963804346,410,2025,1,1,1,0.000394676565636,0.001949317183934,10,29,0.0010347211423202,0.0001401955079707,-1.4882657209453278,0.1272153148302692
359,0.6041264604651163,0.1732304865349484,0.4162096665563505,430,2125,1,1,1,0.0004076011447881,0.0020143079829645,12,29,0.0010354939791349,0.0001691551665375,-1.4268939884414462,0.2302830245129736
360,0.6519150476190476,0.1668104500864501,0.4084243505062475,420,2275,1,1,1,0.000392495176674,0.0019858386915053,11,24,0.0010307633178841,0.0001349454459999,-1.4004149089004487,0.2136603541177429
361,0.60118749625,0.1550057750829118,0.3937077279949072,400,1975,1,1,1,0.0003924196837542,0.0019375721885363,7,21,0.0011028090644811,0.0001100500512207,-1.3335519871984505,0.2829708559997306
362,0.6125372962962964,0.1567335215235665,0.3958958468127274,405,2000,2,1,1,0.0003918338038089,0.0019349817472045,10,27,0.0010297903976975,0.0001156719048187,-1.4491289225010613,0.210073427609787
363,0.6067537215189872,0.1373867970578212,0.3706572501082654,395,1950,2,1,1,0.0003522738386097,0.0017390733804787,9,12,0.0009971954716074,0.0002229179041497,-1.4265770884560889,0.2261337176641501
364,0.5889168111111112,0.1439752824755109,0.3794407496243793,405,2000,1,1,1,0.0003599382061887,0.0017774726231544,10,27,0.0009593549458621,8.969150953132206e-05,-1.36371313061788,0.2380155594465021
365,0.5558408036144579,0.1616982940704591,0.4021172640790981,415,2050,1,1,1,0.0003943860830986,0.0019481722177163,5,28,0.0009903948996845,7.365660266025903e-05,-1.5200453556291236,0.1451157025871683
366,0.5786261012345679,0.1394296488206793,0.3734027970177505,405,2000,1,1,1,0.0003485741220516,0.0017213536891441,9,29,0.0008950098846644,7.286389730502202e-05,-1.4625428718074196,0.1161264384594537
367,0.5629032602409638,0.1263680300806055,0.3554828126374122,415,2050,1,1,1,0.0003082147075136,0.0015225063865133,7,25,0.0007923970304964,8.087114043064451e-05,-1.412023890471554,0.2040065990606882
368,0.5820045493670886,0.1273719475298901,0.3568920670593423,395,1950,1,1,1,0.0003265947372561,0.0016123031332897,8,22,0.0008543837055102,7.541801065949738e-05,-1.4992776094418026,0.1045159563608246
369,0.6014731,0.10941016412459,0.330772072770042,400,1975,1,1,1,0.0002769877572774,0.0013676270515573,8,28,0.0007228981825659,7.118796376216336e-05,-1.442389998437622,0.1344951822648029
370,0.6229470897435897,0.092662899810415,0.3044058143505393,390,1925,1,1,1,0.0002406828566504,0.0011879858950053,9,26,0.0006518990174258,6.0800373913261824e-05,-1.415948320043724,0.1869090598709526
371,0.6464484743589743,0.1126546547486083,0.3356406631333699,390,1925,1,1,1,0.0002926094928535,0.0014442904454949,7,24,0.0007857627226726,7.490725091759012e-05,-1.450727745010372,0.1381178967736503
373,0.6731757530864197,0.1023409916675439,0.3199077861939968,405,2200,1,1,1,0.0002496121747988,0.0012634690329326,8,29,0.0006722023551493,0.0001018496456904,-1.4786127403875604,0.1459371084510046
374,0.7014715512820512,0.0967987090470678,0.3111249090752264,390,1925,1,1,1,0.000251425218304,0.001241009090347,10,20,0.0007071996331681,9.923274498943932e-05,-1.353174286610778,0.2014364145660254
375,0.6904580263157896,0.0974892378155782,0.3122326661571115,380,1875,1,1,1,0.0002599713008415,0.0012827531291523,12,24,0.0007197884160824,0.0001054322891709,-1.4996179263517722,0.0833981438188597
376,0.7131173684210527,0.0837228462184432,0.289349004177383,380,1875,1,1,1,0.0002232609232491,0.001101616397611,12,26,0.0006382608108088,0.0001175229863529,-1.4191020960696847,0.1364410058672374
377,0.6665723947368423,0.0634675090305546,0.251927586878759,380,1875,1,1,1,0.0001692466907481,0.0008350988030336,15,25,0.0005003800615171,0.0001092264353177,-1.399238624874814,0.1825138036950315
378,0.6886939863013698,0.0901985033393833,0.3003306566759101,365,1800,1,1,1,0.0002505513981649,0.0012355959361559,8,25,0.0007149664819303,7.563286281531423e-05,-1.456772548884851,0.078194250281913
379,0.6428869342105262,0.094835981232193,0.3079545116282485,380,1875,1,1,1,0.0002528959499525,0.0012478418583183,8,25,0.0006959251445717,6.045416451132186e-05,-1.4607304898198044,0.1245006662923988
380,0.6178833452380952,0.093808626201726,0.3062819390720355,420,2075,1,1,1,0.0002260448824137,0.0011167693595443,9,27,0.0005729125559529,6.820144114693642e-05,-1.44704963331851,0.1933850540571955
383,0.6409399746835444,0.062755200824455,0.2505098816902341,395,1950,1,1,1,0.0001609107713447,0.0007943696306893,15,27,0.0004392900600848,9.89259202192614e-05,-1.4757951083380667,0.1107400617251641
385,0.6835975540540541,0.062561251632247,0.2501224732650928,370,1825,1,1,1,0.0001714006894034,0.0008454223193546,11,25,0.0004970467461572,8.631594064795546e-05,-1.5065551788793234,0.1007919103305332
386,0.6994167397260274,0.051348004485398,0.2266009807688351,365,1800,1,1,1,0.0001426333457927,0.0007033973217177,13,22,0.0004252227733979,8.022503226185309e-05,-1.4478597886530205,0.1349212986404398
387,0.7013925512820511,0.0458095616872473,0.2140316838396767,390,1925,1,1,1,0.0001189858745123,0.0005873020729134,14,24,0.0003359050567785,6.445676374930719e-05,-1.4175265890439717,0.1521783356645238
389,0.7615751558441558,0.0522426239448848,0.2285664541110195,385,1900,1,1,1,0.0001374805893286,0.0006784756356478,16,24,0.0003931637405803,0.0001042976616355,-1.4492604943972132,0.0222358033462596
390,0.7221493176470588,0.0358803016501226,0.1894209641252061,425,2100,2,1,1,8.542928964314913e-05,0.0004221211958837,19,30,0.0002467898277239,0.0001030787428988,-1.4619996474943264,0.2329188492340924
391,0.7288632133333334,0.0324410617215811,0.1801140242223829,375,1850,1,1,1,8.767854519346258e-05,0.000432547489621,11,26,0.0002522320726515,4.505256034302865e-05,-1.3990693712584097,0.0681016718155672
392,0.7289035555555555,0.0383841566365524,0.1959187500892971,360,1775,1,1,1,0.0001081243848916,0.0005331132866187,15,26,0.0003354302613239,9.684163184571409e-05,-1.4976654428771343,0.0510325565181207
393,0.7082918399999999,0.0353694086045343,0.1880675639352368,375,1850,1,1,1,9.559299622847132e-05,0.0004715921147271,15,25,0.0002900018374667,8.144546527453559e-05,-1.4501455093256477,0.0937045632194515
394,0.6842630843373494,0.046928928675282,0.216630858086474,415,2050,1,1,1,0.000114460801647,0.0005654087792202,9,25,0.0002966200462207,4.123747646364852e-05,-1.3536793781696044,0.0829242900579645
396,0.6537262592592592,0.0653911176676735,0.2557168701272435,405,2000,1,1,1,0.0001634777941691,0.0008072977489836,13,29,0.0004301237437423,7.9670475904182e-05,-1.4316535577213736,0.0368902172236543
398,0.6617712658227848,0.0554611592734609,0.2355019305089896,395,1950,1,1,1,0.0001422081007011,0.0007020399908033,10,26,0.0003894278369594,7.787275441288625e-05,-1.513227986916391,0.064370503027142
399,0.6665397619047619,0.0478134430227766,0.2186628524070255,420,2075,1,1,1,0.0001152131157175,0.000569207655033,19,30,0.0003108578978557,7.666021134220684e-05,-1.452361685073876,0.1509464266058956
400,0.6735073086419754,0.0439248961191269,0.2095826713235781,405,2000,1,1,1,0.0001098122402978,0.0005422826681373,12,22,0.00029823457754,7.612989546931605e-05,-1.4956732701777244,0.1174425885421316
401,0.6561139176470588,0.0665878981825697,0.2580463101510457,425,2100,1,1,1,0.0001585426147204,0.0007833870374419,10,30,0.0003976021560623,8.379354092611414e-05,-1.3263800979788267,0.0441448371518981
402,0.6200768072289158,0.105286575961023,0.324478929918451,415,2050,1,1,1,0.0002567965267342,0.0012685129633858,9,27,0.000630313614225,7.152998474074069e-05,-1.434496038898301,-0.0019549850241866
404,0.5679791894736842,0.1041420594230588,0.3227104885544609,475,2350,1,1,1,0.0002215788498362,0.0010962322044532,11,30,0.0004993695931313,5.417213963232723e-05,-1.448538007907685,0.2260704487578738
405,0.5860178522727272,0.1027609892387168,0.3205635494542647,440,2175,1,1,1,0.0002362321591694,0.0011677385140763,12,27,0.0005758903447356,6.924838912128199e-05,-1.4254002022515593,0.1778951248925168
407,0.6236049529411765,0.0928497842709154,0.3047126257162893,425,2100,1,1,1,0.0002210709149307,0.0010923504031872,17,25,0.0005632126268201,8.099334141529969e-05,-1.430979181533028,0.1722525894999655
408,0.6669478160919541,0.1013151320076903,0.318300380156371,435,2150,1,1,1,0.0002356165860643,0.0011645417472148,18,31,0.0006038152626231,0.0001427084101029,-1.376501398040142,0.1678586299533774
409,0.6521156458333333,0.138191632662187,0.3717413518324092,480,2375,1,1,1,0.000290929752973,0.0014394961735644,15,30,0.0006716232959406,0.0001385879482694,-1.4756566402458655,0.1907923963255202
411,0.5874935810526315,0.1537190572825882,0.3920702198364322,475,2350,1,1,1,0.0003270618240055,0.0016180953398167,8,28,0.0007312009433493,8.17934752120246e-05,-1.4370423119077589,0.2035645405111199
412,0.5975520869565218,0.1328251017719924,0.364451782506263,460,2275,1,1,1,0.0002919233005977,0.0014437511062173,15,32,0.0006814380487016,0.0001127742263611,-1.4415979032476882,0.1760072361862223
413,0.5350706468085107,0.1347357072171324,0.3670636282950579,470,2325,1,1,1,0.0002897542090691,0.0014333585874163,14,26,0.0007193229305416,0.000219403506526,-1.368829387604099,0.2937149916052211
414,0.5333816947916666,0.1609945255258098,0.4012412310889919,480,2375,1,1,1,0.0003389358432122,0.0016770263075605,9,27,0.0007575405887142,7.769318136356368e-05,-1.4295716879152995,0.1862947459154798
416,0.449637354,0.1764108934122352,0.4200129681476933,500,2475,1,1,1,0.000356385643257,0.0017641089341223,9,22,0.0008337793655789,0.0001059150089775,-1.467135224623707,0.3137465097094039
